source	project	run_id	model	task	algo	G	steps	created	headline_metric
tinker	tinker	3034fb71-e310-59af-92f0-98d5d1239b39:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 11:35:14.222936+00:00	
tinker	tinker	68317e22-6603-5dad-97d0-cd38a964d088:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 09:49:39.395876+00:00	
tinker	tinker	fd778598-6093-5632-b958-9918e81f5ab0:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 09:34:10.748511+00:00	
tinker	tinker	6b2436f4-6a2d-5f96-bc5f-71a0f7d951f6:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 09:31:53.381040+00:00	
tinker	tinker	bb6db9e9-d511-5f4b-80ec-75bffa5399a5:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 06:49:29.204195+00:00	
tinker	tinker	df59a131-3caf-5c92-9513-cc5e396d98a8:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 06:49:38.001359+00:00	
tinker	tinker	b0753a2a-fba9-5ff2-87f0-e4d2f62d139a:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 06:49:28.093434+00:00	
tinker	tinker	a8f77311-3103-58f8-9261-f9d7fef4ce16:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 07:26:14.195097+00:00	
tinker	tinker	ee1a3fe0-892b-5112-ba1b-6bcc5413fefc:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 07:26:04.887345+00:00	
tinker	tinker	b5820b45-5886-5737-83b3-2d695da340d1:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 07:25:50.832598+00:00	
tinker	tinker	cc62b7bd-dd14-590d-9cab-8793d2ddff50:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 07:26:13.512811+00:00	
tinker	tinker	cb1976bd-171f-5649-baf4-20820eb2cf2e:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 07:25:54.524106+00:00	
tinker	tinker	39c3c528-fa41-5f9a-ba6d-622dbba46d61:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:48:21.390750+00:00	
tinker	tinker	bef56848-4a64-5794-a8c8-0881e1246cf1:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:39:20.156572+00:00	
tinker	tinker	ea467455-6042-5206-ae91-f4a6dee9fc43:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 04:58:37.696561+00:00	
tinker	tinker	13f13951-c828-59ce-9c02-1317d02ea002:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:07:22.565859+00:00	
tinker	tinker	9d06814a-eb2c-5036-8ab7-a0e9555fdafc:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:08:37.405986+00:00	
tinker	tinker	cb9b016f-b27f-509c-b663-2be8c8150e2a:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:09:45.043288+00:00	
tinker	tinker	bdbd6b3f-7c01-5a2e-99dc-ec84b5a6c864:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 04:49:00.401948+00:00	
tinker	tinker	e5ae7e73-9b5b-5406-9652-d5666980b677:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:06:56.179740+00:00	
tinker	tinker	83bd52df-355a-517b-8653-b5c132bdf8cb:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:13:20.590667+00:00	
tinker	tinker	31115bb9-950e-5e00-a594-aff77f2af6a6:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:08:32.680766+00:00	
tinker	tinker	b34d0c9e-7112-5143-a945-f661a6ccce29:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:04:45.122669+00:00	
tinker	tinker	1e192a82-2fa1-551e-8d01-e195d83b5c06:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:10:26.391339+00:00	
tinker	tinker	064deac5-f634-59c1-b7eb-d7956f7bce03:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 05:08:57.570109+00:00	
tinker	tinker	967ae627-43a2-5a6c-a3d5-a2fb6b4cc6cd:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 04:56:42.097085+00:00	
tinker	tinker	1a914c78-6697-5082-8937-c4217e0a4b67:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 03:43:43.147877+00:00	
tinker	tinker	e648a0e6-9d07-5272-aa92-75fdf2f4c60c:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 03:42:01.055637+00:00	
tinker	tinker	0be57ae9-b61e-5a50-82bc-f2271c883ca1:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 03:36:14.413482+00:00	
tinker	tinker	25abc453-caac-53ff-bdeb-3d37579fb778:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 03:35:38.031222+00:00	
tinker	tinker	64459ee9-eb85-5b8d-911c-b771ec40825a:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:53:38.773447+00:00	
tinker	tinker	e2142590-562c-57da-acda-a5b3a7be28c2:train:0	meta-llama/Llama-3.1-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:52:44.208041+00:00	
tinker	tinker	9b281bcd-df7d-5b52-a025-a73c33cf8b65:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:54:12.682117+00:00	
tinker	tinker	0752d409-df6e-5738-a62b-ab73d3a27da6:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:53:58.851997+00:00	
tinker	tinker	374c1635-604b-5ad7-9dfd-fc6abc634355:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:53:45.550559+00:00	
tinker	tinker	92ee273f-2309-5555-ab88-76b834d03746:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:54:06.821638+00:00	
tinker	tinker	409a3e7c-c0d0-503e-b77a-ef557208f77e:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:53:10.771552+00:00	
tinker	tinker	779e4f5d-96fa-53fb-81cc-3d8886f1b5a4:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:53:29.732114+00:00	
tinker	tinker	c1a342a3-88cc-52cd-8754-3c65ffde9726:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:53:59.577023+00:00	
tinker	tinker	5c9034dd-c8d8-5e25-b97d-7c5df3778047:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:54:12.850601+00:00	
tinker	tinker	09a15f2c-20b6-5d6d-ad9f-da6379335c07:train:0	meta-llama/Llama-3.1-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:53:27.711707+00:00	
tinker	tinker	a5fd1051-fdc4-5f38-8621-c477fa71d86f:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:54:07.253214+00:00	
tinker	tinker	e96f237c-4aeb-52be-8a30-5b1f9141978b:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:54:12.060860+00:00	
tinker	tinker	b72ccb09-1e30-5e21-82ff-13d06fe67431:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:53:33.898806+00:00	
tinker	tinker	bb1786b9-fbe3-58ef-85b9-2fb71e4ccdf3:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:53:32.242318+00:00	
tinker	tinker	26585161-affe-531a-b868-73df5bbf10f3:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:38:27.840172+00:00	
tinker	tinker	aa7a86fd-26fa-57bf-946d-bcead2e09fad:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:53.388995+00:00	
tinker	tinker	26e31dfa-98a8-551e-8484-06570adddb8c:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:14:19.643909+00:00	
tinker	tinker	b707eb5b-0493-5f19-bbfc-bfc5eacbd4cf:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:13:21.337604+00:00	
tinker	tinker	1a493e3c-10e3-51ce-be46-4e8a613fa571:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:01.709684+00:00	
tinker	tinker	24eef771-abb2-5d06-8c43-e1b3047ce396:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:11:59.791679+00:00	
tinker	tinker	a8fd22a5-c761-5387-95d0-3484615e50fc:train:0	meta-llama/Llama-3.1-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:11.922772+00:00	
tinker	tinker	4c951338-d8e2-5cf3-81fe-972195f1f13e:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:14.280007+00:00	
tinker	tinker	6b81a88c-cf83-5908-ac42-41dc47347ce8:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:14.790860+00:00	
tinker	tinker	18a58f50-1e05-5104-a964-351ba4357af6:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:29.400624+00:00	
tinker	tinker	08e666cb-d5c0-5456-adde-c1f90683187d:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:41.722145+00:00	
tinker	tinker	01b5117c-f16e-5f87-a852-35c24c252a8c:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:45.173458+00:00	
tinker	tinker	ef5d60d9-a129-58be-93a0-d6cc6577e93c:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:19.286716+00:00	
tinker	tinker	2ef413db-a02f-5735-baf5-c172fe643a6a:train:0	meta-llama/Llama-3.1-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:52.286989+00:00	
tinker	tinker	d3545d69-d8fe-5d62-b008-a9fef613cb42:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:19.129690+00:00	
tinker	tinker	5121dad7-ba24-57e5-bb6c-f467106fa04e:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:09.470943+00:00	
tinker	tinker	29614d5f-ad3e-5c00-92cc-57af8e5637fc:train:7	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 01:47:31.881221+00:00	
tinker	tinker	29614d5f-ad3e-5c00-92cc-57af8e5637fc:train:6	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 01:47:12.912002+00:00	
tinker	tinker	29614d5f-ad3e-5c00-92cc-57af8e5637fc:train:5	meta-llama/Llama-3.1-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 01:46:53.459433+00:00	
tinker	tinker	29614d5f-ad3e-5c00-92cc-57af8e5637fc:train:4	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 01:46:38.490737+00:00	
tinker	tinker	29614d5f-ad3e-5c00-92cc-57af8e5637fc:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 01:46:19.872117+00:00	
tinker	tinker	455eb703-36f0-5849-a24e-d1ea3922ae78:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:20:23.977937+00:00	
tinker	tinker	ddc397e7-60db-52e3-97e0-b5a680a80c68:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:29.408522+00:00	
tinker	tinker	349738e4-c2ce-505a-8aab-934ee46eccd7:train:0	meta-llama/Llama-3.2-1B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:20:57.370164+00:00	
tinker	tinker	06674625-e5e0-51d3-bfa4-a3dfca8dddf5:train:0	meta-llama/Llama-3.1-8B-Instruct	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:33.448094+00:00	
tinker	tinker	2523f214-c29b-5c31-9e44-cbd828465cea:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:05:20.945449+00:00	
tinker	tinker	feca483d-5cc3-59d6-ae69-2ed080c831d8:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-05 02:27:16.298764+00:00	
tinker	tinker	86162fb1-53f8-5bdf-a03b-bc8103c9185c:train:0	meta-llama/Llama-3.2-3B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 16:11:57.778753+00:00	
tinker	tinker	b6e8e70d-2eff-5f4a-83ec-2d7d0ec403d4:train:0	Qwen/Qwen3.5-4B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 15:19:42.117063+00:00	
tinker	tinker	a00e78da-4037-5ce1-8b85-2536044ee924:train:0	Qwen/Qwen3.5-4B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 15:19:22.808703+00:00	
tinker	tinker	ae5c6287-01f8-5f46-a4aa-ff32dcf73ee6:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 15:04:26.378454+00:00	
tinker	tinker	cd17f565-07f0-504d-87f9-da2f5812fcbf:train:0	Qwen/Qwen3.5-4B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 15:18:47.186289+00:00	
tinker	tinker	6e2f0d73-13c5-5a45-aee5-364763ae69da:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 15:06:14.861844+00:00	
tinker	tinker	8c42a6aa-b24e-5ff5-b1e7-1b6b2e0b5949:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 15:02:56.984326+00:00	
tinker	tinker	a13b85f7-a85c-5e4f-8bf2-e4b6335a699a:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 15:02:18.281240+00:00	
tinker	tinker	f47ed04d-a35c-5908-922d-fb67775c97f9:train:0	Qwen/Qwen3.5-4B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 14:37:26.965442+00:00	
tinker	tinker	63133a5e-bb01-59da-9a2e-30ff35e64cda:train:0	Qwen/Qwen3.5-4B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 14:38:03.034865+00:00	
tinker	tinker	3fa0787f-c650-53f1-9afd-860c1111417d:train:0	Qwen/Qwen3.5-4B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 14:37:39.534889+00:00	
tinker	tinker	6f5e8944-29a9-5721-ac2a-d66904ba9a39:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 14:37:49.436655+00:00	
tinker	tinker	b81ef704-dab5-581b-ac0f-436a4303dfde:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 14:37:47.759302+00:00	
tinker	tinker	42459443-44b1-533c-80ad-fba5527f34ba:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 14:37:53.808208+00:00	
tinker	tinker	42948a2a-9aa8-5784-8bed-6a276c43111c:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-04-04 14:37:46.222672+00:00	
tinker	tinker	eab60069-db43-5f60-bc58-4164bf576056:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-29 21:22:13.866003+00:00	
tinker	tinker	bb229991-d7f1-5935-b825-0b75d8e306c3:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-29 21:19:13.465702+00:00	
tinker	tinker	97edd7e0-bb8f-5519-ad67-13a4d822fe56:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-29 21:15:39.105090+00:00	
tinker	tinker	2881f5fe-4c24-50f0-a609-cb491675d1e2:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-29 17:23:18.072912+00:00	
tinker	tinker	3615bdd2-d5db-5882-b9f7-4d330c2e13ca:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-29 17:20:35.809809+00:00	
tinker	tinker	ae1b5cb1-0da0-51ab-8e01-a161da9e41e4:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-29 17:18:25.314192+00:00	
tinker	tinker	9c078373-95c2-5331-b3be-4f390be9391b:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-29 17:16:13.732882+00:00	
tinker	tinker	847ae2af-4bfd-5af6-b5b2-965d683314ff:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-29 17:14:34.611768+00:00	
tinker	tinker	49c25f6c-4aa6-5c1c-bace-6ffaabbaa6d1:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-29 17:11:33.735350+00:00	
tinker	tinker	b3ba8df6-753b-545a-816d-0cbff0b059f7:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 14:51:29.354749+00:00	
tinker	tinker	899d909e-7821-5b2b-a8d9-d8b3113ebd64:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 14:48:38.335784+00:00	
tinker	tinker	566747c0-b9a6-5a8c-9352-4b477bb919d4:train:0	Qwen/Qwen3.5-4B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 14:52:55.599928+00:00	
tinker	tinker	d4e52dd6-a62c-59bd-a820-e96fad45b098:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 14:09:15.871991+00:00	
tinker	tinker	a57ce240-2877-51f4-b3d7-d2228224d62e:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 14:08:55.144891+00:00	
tinker	tinker	1cc20cec-d27d-5546-962a-4c3bcbc84d9b:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 11:35:17.189473+00:00	
tinker	tinker	9219771c-5e67-5f51-96e2-b83b53e60743:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 11:13:17.901818+00:00	
tinker	tinker	92ebcc48-d019-517b-badb-af14ec5ff339:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 11:12:11.587148+00:00	
tinker	tinker	ba2a1694-f294-5015-b22b-6a5983a3bd5b:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 11:12:01.070851+00:00	
tinker	tinker	99971b26-f228-5726-88c7-ab92c73b72ec:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 11:12:56.639431+00:00	
tinker	tinker	aabb48cb-cb8b-5ebb-85f8-ccd6443eff00:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 11:12:28.443118+00:00	
tinker	tinker	5db4e965-07f3-575c-a806-2578d230a30d:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 11:13:33.502597+00:00	
tinker	tinker	1b01abef-0dc8-537f-a6f0-ff74056e0199:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 07:24:11.884926+00:00	
tinker	tinker	386273f4-8caf-5534-a13f-f6e75d95e412:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 07:12:09.978924+00:00	
tinker	tinker	f63b618c-8fa5-57cb-9177-57538114d3cf:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 07:13:43.289949+00:00	
tinker	tinker	22e9e5fd-e7d8-5b00-8ba7-70dedf9b9251:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:57:36.149014+00:00	
tinker	tinker	5569c1fa-e21d-5aef-aece-dfc2ed86ec42:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:45:18.082209+00:00	
tinker	tinker	2d488a85-203b-5da1-aff1-b8eed35a1199:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:46:49.201308+00:00	
tinker	tinker	88ed2271-a4f3-5696-884f-a107df5993e6:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:46:41.766007+00:00	
tinker	tinker	0c229594-b5d9-5eb4-a831-788c02d19b71:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:33:17.670565+00:00	
tinker	tinker	64b0f0a1-0d10-51f7-aa4f-7941a8244b9f:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:28:55.878741+00:00	
tinker	tinker	dbe4d48e-9491-5bf0-8fb5-7728d67958ec:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:23:28.721517+00:00	
tinker	tinker	54340c41-325c-5976-bab7-4b068d87f4f9:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:21:57.275394+00:00	
tinker	tinker	68016695-8361-509c-9333-87b92f41f81d:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:21:31.770818+00:00	
tinker	tinker	277c167a-3eb2-5b27-8dbd-3d6461b4f4fc:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:21:13.809985+00:00	
tinker	tinker	afd09702-25a1-5768-9ee8-02ee17d2eeb1:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:20:17.836754+00:00	
tinker	tinker	0704d39c-68d1-5ab9-a69f-85f4dea6f770:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:19:02.877180+00:00	
tinker	tinker	e60aea5b-257e-5be0-a1e9-849f87244eee:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:18:23.651921+00:00	
tinker	tinker	ba9bb2dd-6c6d-5edb-8ada-66ef14897f45:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:16:43.206827+00:00	
tinker	tinker	4894de33-cee4-5038-8f59-76268ac019a6:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:11:31.543418+00:00	
tinker	tinker	201dcd05-11c3-5b77-ad19-43e05253322c:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:10:21.521059+00:00	
tinker	tinker	91cbba49-972a-5e92-8718-8f80299c208a:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:08:56.440876+00:00	
tinker	tinker	bfe561da-ed26-5134-a028-a0ba11579fb3:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:08:30.330266+00:00	
tinker	tinker	742be768-cf00-536e-82df-70a83c96e8c0:train:0	Qwen/Qwen3-8B	UNKNOWN	UNKNOWN	UNKNOWN	UNKNOWN	2026-03-28 06:07:34.358534+00:00	
