method	step	prompt	stable	p_hat
areal	1	30	1	1.0000
areal	1	31	0	0.5000
areal	2	32	0	0.8750
areal	2	33	1	1.0000
areal	2	34	0	0.8750
areal	2	35	1	1.0000
areal	2	36	0	0.5000
areal	2	37	1	1.0000
areal	2	38	1	0.0000
areal	2	39	1	1.0000
areal	2	40	1	1.0000
areal	2	41	1	0.0000
areal	2	42	0	0.8750
areal	2	43	1	1.0000
areal	2	44	1	1.0000
areal	2	45	1	1.0000
areal	2	46	0	0.8750
areal	2	47	1	1.0000
areal	3	48	0	0.6250
areal	3	49	1	1.0000
areal	3	50	1	1.0000
areal	3	51	0	0.6250
areal	3	52	1	0.0000
areal	3	53	1	1.0000
areal	3	54	0	0.7500
areal	3	55	1	1.0000
areal	3	56	1	0.0000
areal	3	57	1	1.0000
areal	3	58	1	1.0000
areal	3	59	1	1.0000
areal	3	60	1	1.0000
areal	3	61	0	0.7500
areal	3	62	0	0.1250
areal	3	63	1	1.0000
areal	4	64	0	0.8750
areal	4	65	0	0.8750
areal	4	66	0	0.1250
areal	4	67	0	0.2500
areal	4	68	1	1.0000
areal	4	69	0	0.8750
areal	4	70	1	1.0000
areal	4	71	0	0.8750
areal	4	72	1	1.0000
areal	4	73	1	1.0000
areal	4	74	1	1.0000
areal	4	75	1	1.0000
areal	4	76	1	1.0000
areal	4	77	0	0.5000
areal	4	78	1	1.0000
areal	4	79	0	0.8750
areal	5	80	1	1.0000
areal	5	81	1	0.0000
areal	5	82	0	0.8750
areal	5	83	1	1.0000
areal	5	84	1	1.0000
areal	5	85	1	1.0000
areal	5	86	1	0.0000
areal	5	87	0	0.3750
areal	5	88	0	0.8750
areal	5	89	1	1.0000
areal	5	90	0	0.3750
areal	5	91	1	0.0000
areal	5	92	1	1.0000
areal	5	93	1	1.0000
areal	5	94	1	1.0000
areal	5	95	1	0.0000
areal	6	96	1	1.0000
areal	6	97	0	0.8750
areal	6	98	1	1.0000
areal	6	99	0	0.1250
areal	6	100	0	0.6250
areal	6	101	1	1.0000
areal	6	102	1	1.0000
areal	6	103	1	1.0000
areal	6	104	1	1.0000
areal	6	105	1	1.0000
areal	6	106	0	0.8750
areal	6	107	1	1.0000
areal	6	108	1	1.0000
areal	6	109	1	0.0000
areal	6	110	0	0.6250
areal	6	111	1	1.0000
areal	7	112	1	1.0000
areal	7	113	1	1.0000
areal	7	114	1	0.0000
areal	7	115	1	1.0000
areal	7	116	1	0.0000
areal	7	117	1	1.0000
areal	7	118	1	1.0000
areal	7	119	1	1.0000
areal	7	120	0	0.1250
areal	7	121	1	1.0000
areal	7	122	1	1.0000
areal	7	123	1	1.0000
areal	7	124	1	1.0000
areal	7	125	0	0.8750
areal	7	126	1	1.0000
areal	7	127	1	0.0000
areal	8	128	1	1.0000
areal	8	129	1	1.0000
areal	8	130	1	1.0000
areal	8	131	0	0.3750
areal	8	132	1	1.0000
areal	8	133	0	0.8750
areal	8	134	1	1.0000
areal	8	135	0	0.3750
areal	8	136	1	1.0000
areal	8	137	0	0.1250
areal	8	138	1	1.0000
areal	8	139	1	1.0000
areal	8	140	1	0.0000
areal	8	141	0	0.5000
areal	8	142	0	0.7500
areal	8	143	1	1.0000
areal	9	144	1	1.0000
areal	9	145	1	1.0000
areal	9	146	1	1.0000
areal	9	147	0	0.6250
areal	9	148	1	1.0000
areal	9	149	0	0.8750
areal	9	150	1	1.0000
areal	9	151	1	1.0000
areal	9	152	0	0.2500
areal	9	153	1	1.0000
areal	9	154	1	1.0000
areal	9	155	0	0.3750
areal	9	156	1	1.0000
areal	9	157	1	1.0000
areal	9	158	0	0.6250
areal	9	159	1	1.0000
areal	10	160	1	1.0000
areal	10	161	1	1.0000
areal	10	162	1	1.0000
areal	10	163	1	1.0000
areal	10	164	0	0.8750
areal	10	165	1	1.0000
areal	10	166	0	0.8750
areal	10	167	0	0.3750
areal	10	168	1	1.0000
areal	10	169	0	0.1250
areal	10	170	1	1.0000
areal	10	171	1	1.0000
areal	10	172	1	1.0000
areal	10	173	1	1.0000
areal	10	174	0	0.8750
areal	10	175	1	1.0000
areal	11	176	1	1.0000
areal	11	177	0	0.1250
areal	11	178	1	1.0000
areal	11	179	0	0.8750
areal	11	180	1	1.0000
areal	11	181	0	0.7500
areal	11	182	1	1.0000
areal	11	183	0	0.3750
areal	11	184	1	1.0000
areal	11	185	0	0.8750
areal	11	186	0	0.8750
areal	11	187	1	1.0000
areal	11	188	0	0.2500
areal	11	189	1	0.0000
areal	11	190	0	0.6250
areal	11	191	1	1.0000
areal	12	192	1	1.0000
areal	12	193	1	1.0000
areal	12	194	0	0.6250
areal	12	195	1	1.0000
areal	12	196	1	1.0000
areal	12	197	1	1.0000
areal	12	198	1	1.0000
areal	12	199	1	1.0000
areal	12	200	1	1.0000
areal	12	201	1	1.0000
areal	12	202	0	0.6250
areal	12	203	0	0.3750
areal	12	204	1	1.0000
areal	12	205	1	1.0000
areal	12	206	1	1.0000
areal	12	207	1	1.0000
areal	13	208	1	1.0000
areal	13	209	1	1.0000
areal	13	210	1	1.0000
areal	13	211	1	1.0000
areal	13	212	0	0.3750
areal	13	213	0	0.7500
areal	13	214	1	1.0000
areal	13	215	1	1.0000
areal	13	216	0	0.2500
areal	13	217	1	1.0000
areal	13	218	0	0.6250
areal	13	219	0	0.6250
areal	13	220	0	0.6250
areal	13	221	0	0.2500
areal	13	222	1	0.0000
areal	13	223	1	1.0000
areal	14	224	0	0.8750
areal	14	225	1	1.0000
areal	14	226	1	1.0000
areal	14	227	1	1.0000
areal	14	228	1	1.0000
areal	14	229	1	1.0000
areal	14	230	1	1.0000
areal	14	231	1	1.0000
areal	14	232	1	1.0000
areal	14	233	0	0.5000
areal	14	234	1	1.0000
areal	14	235	0	0.7500
areal	14	236	1	1.0000
areal	14	237	0	0.8750
areal	14	238	0	0.2500
areal	14	239	1	1.0000
areal	15	240	1	1.0000
areal	15	241	0	0.1250
areal	15	242	1	1.0000
areal	15	243	1	1.0000
areal	15	244	1	0.0000
areal	15	245	1	1.0000
areal	15	246	0	0.6250
areal	15	247	0	0.8750
areal	15	248	1	1.0000
areal	15	249	1	1.0000
areal	15	250	0	0.8750
areal	15	251	0	0.8750
areal	15	252	1	1.0000
areal	15	253	1	1.0000
areal	15	254	1	1.0000
areal	15	255	1	1.0000
areal	16	256	1	1.0000
areal	16	257	1	1.0000
areal	16	258	1	0.0000
areal	16	259	1	0.0000
areal	16	260	1	1.0000
areal	16	261	1	1.0000
areal	16	262	1	1.0000
areal	16	263	0	0.8750
areal	16	264	0	0.2500
areal	16	265	0	0.7500
areal	16	266	1	1.0000
areal	16	267	0	0.8750
areal	16	268	1	1.0000
areal	16	269	0	0.8750
areal	16	270	0	0.3750
areal	16	271	1	1.0000
areal	17	272	0	0.8750
areal	17	273	0	0.7500
areal	17	274	1	1.0000
areal	17	275	1	1.0000
areal	17	276	1	1.0000
areal	17	277	1	1.0000
areal	17	278	1	1.0000
areal	17	279	0	0.6250
areal	17	280	0	0.8750
areal	17	281	1	0.0000
areal	17	282	0	0.6250
areal	17	283	1	1.0000
areal	17	284	1	1.0000
areal	17	285	0	0.5000
areal	17	286	0	0.5000
areal	17	287	0	0.8750
areal	18	288	0	0.8750
areal	18	289	1	1.0000
areal	18	290	0	0.8750
areal	18	291	0	0.5000
areal	18	292	0	0.6250
areal	18	293	1	0.0000
areal	18	294	1	1.0000
areal	18	295	1	1.0000
areal	18	296	1	0.0000
areal	18	297	1	1.0000
areal	18	298	0	0.6250
areal	18	299	1	1.0000
areal	18	300	0	0.8750
areal	18	301	0	0.2500
areal	18	302	1	0.0000
areal	18	303	1	1.0000
areal	19	304	1	1.0000
areal	19	305	0	0.7500
areal	19	306	1	1.0000
areal	19	307	1	1.0000
areal	19	308	1	1.0000
areal	19	309	0	0.2500
areal	19	310	1	1.0000
areal	19	311	1	0.0000
areal	19	312	0	0.5000
areal	19	313	1	1.0000
areal	19	314	1	1.0000
areal	19	315	1	1.0000
areal	19	316	1	1.0000
areal	19	317	0	0.5000
areal	19	318	1	0.0000
areal	19	319	1	1.0000
areal	20	320	1	1.0000
areal	20	321	1	1.0000
areal	20	322	1	1.0000
areal	20	323	1	1.0000
areal	20	324	1	1.0000
areal	20	325	1	1.0000
areal	20	326	1	1.0000
areal	20	327	1	1.0000
areal	20	328	1	1.0000
areal	20	329	1	1.0000
areal	20	330	0	0.5000
areal	20	331	0	0.5000
areal	20	332	0	0.5000
areal	20	333	1	1.0000
areal	20	334	0	0.7500
areal	20	335	0	0.2500
areal	21	336	1	1.0000
areal	21	337	1	1.0000
areal	21	338	0	0.8750
areal	21	339	1	1.0000
areal	21	340	1	1.0000
areal	21	341	1	1.0000
areal	21	342	1	1.0000
areal	21	343	0	0.1250
areal	21	344	0	0.8750
areal	21	345	1	1.0000
areal	21	346	1	1.0000
areal	21	347	0	0.1250
areal	21	348	0	0.5000
areal	21	349	1	1.0000
areal	21	350	1	1.0000
areal	21	351	1	1.0000
areal	22	352	1	1.0000
areal	22	353	1	1.0000
areal	22	354	1	1.0000
areal	22	355	0	0.8750
areal	22	356	0	0.5000
areal	22	357	1	1.0000
areal	22	358	1	1.0000
areal	22	359	1	1.0000
areal	22	360	0	0.1250
areal	22	361	1	1.0000
areal	22	362	1	1.0000
areal	22	363	1	1.0000
areal	22	364	1	1.0000
areal	22	365	1	1.0000
areal	22	366	1	1.0000
areal	22	367	1	1.0000
areal	23	368	1	1.0000
areal	23	369	1	1.0000
areal	23	370	1	1.0000
areal	23	371	0	0.8750
areal	23	372	0	0.7500
areal	23	373	1	1.0000
areal	23	374	0	0.3750
areal	23	375	1	1.0000
areal	23	376	1	1.0000
areal	23	377	1	1.0000
areal	23	378	1	1.0000
areal	23	379	1	1.0000
areal	23	380	1	1.0000
areal	23	381	1	1.0000
areal	23	382	1	1.0000
areal	23	383	1	0.0000
areal	24	384	0	0.7500
areal	24	385	1	1.0000
areal	24	386	1	1.0000
areal	24	387	1	1.0000
areal	24	388	0	0.1250
areal	24	389	1	1.0000
areal	24	390	1	1.0000
areal	24	391	1	1.0000
areal	24	392	1	1.0000
areal	24	393	1	1.0000
areal	24	394	1	1.0000
areal	24	395	1	1.0000
areal	24	396	1	1.0000
areal	24	397	1	1.0000
areal	24	398	1	1.0000
areal	24	399	1	1.0000
areal	25	400	1	1.0000
areal	25	401	1	1.0000
areal	25	402	0	0.6250
areal	25	403	1	1.0000
areal	25	404	1	1.0000
areal	25	405	1	1.0000
areal	25	406	0	0.3750
areal	25	407	1	1.0000
areal	25	408	1	1.0000
areal	25	409	1	1.0000
areal	25	410	0	0.7500
areal	25	411	1	1.0000
areal	25	412	0	0.2500
areal	25	413	0	0.6250
areal	25	414	1	1.0000
areal	25	415	0	0.6250
areal	26	416	1	1.0000
areal	26	417	1	1.0000
areal	26	418	1	1.0000
areal	26	419	1	0.0000
areal	26	420	0	0.6250
areal	26	421	1	0.0000
areal	26	422	1	1.0000
areal	26	423	0	0.7500
areal	26	424	1	1.0000
areal	26	425	1	1.0000
areal	26	426	1	1.0000
areal	26	427	1	1.0000
areal	26	428	1	1.0000
areal	26	429	1	1.0000
areal	26	430	1	1.0000
areal	26	431	1	1.0000
areal	27	432	1	1.0000
areal	27	433	1	1.0000
areal	27	434	1	1.0000
areal	27	435	1	1.0000
areal	27	436	1	1.0000
areal	27	437	1	1.0000
areal	27	438	1	1.0000
areal	27	439	1	1.0000
areal	27	440	1	1.0000
areal	27	441	1	1.0000
areal	27	442	1	1.0000
areal	27	443	1	1.0000
areal	27	444	1	1.0000
areal	27	445	1	1.0000
areal	27	446	0	0.2500
areal	27	447	1	1.0000
areal	28	448	1	1.0000
areal	28	449	0	0.8750
areal	28	450	1	1.0000
areal	28	451	1	1.0000
areal	28	452	1	1.0000
areal	28	453	1	1.0000
areal	28	454	1	1.0000
areal	28	455	1	1.0000
areal	28	456	1	1.0000
areal	28	457	1	1.0000
areal	28	458	1	1.0000
areal	28	459	1	1.0000
areal	28	460	1	1.0000
areal	28	461	1	0.0000
areal	28	462	0	0.6250
areal	28	463	1	1.0000
areal	29	464	1	1.0000
areal	29	465	0	0.8750
areal	29	466	1	1.0000
areal	29	467	1	1.0000
areal	29	468	0	0.5000
areal	29	469	1	1.0000
areal	29	470	1	1.0000
areal	29	471	1	1.0000
areal	29	472	1	1.0000
areal	29	473	0	0.8750
areal	29	474	1	1.0000
areal	29	475	1	1.0000
areal	29	476	1	1.0000
areal	29	477	1	1.0000
areal	29	478	1	1.0000
areal	29	479	1	1.0000
areal	30	480	1	1.0000
areal	30	481	1	1.0000
areal	30	482	1	1.0000
areal	30	483	1	1.0000
areal	30	484	0	0.6250
areal	30	485	1	1.0000
areal	30	486	1	1.0000
areal	30	487	1	1.0000
areal	30	488	0	0.8750
areal	30	489	1	1.0000
areal	30	490	1	1.0000
areal	30	491	1	1.0000
areal	30	492	0	0.8750
areal	30	493	1	1.0000
areal	30	494	1	1.0000
areal	30	495	0	0.2500
areal	31	496	1	1.0000
areal	31	497	1	0.0000
areal	31	498	0	0.8750
areal	31	499	1	1.0000
areal	31	500	1	1.0000
areal	31	501	0	0.8750
areal	31	502	0	0.8750
areal	31	503	0	0.8750
areal	31	504	1	1.0000
areal	31	505	0	0.8750
areal	31	506	1	1.0000
areal	31	507	1	1.0000
areal	31	508	0	0.7500
areal	31	509	0	0.8750
areal	31	510	1	1.0000
areal	31	511	1	1.0000
areal	32	0	1	1.0000
areal	32	1	1	1.0000
areal	32	2	1	1.0000
areal	32	3	1	1.0000
areal	32	4	0	0.8750
areal	32	5	1	1.0000
areal	32	6	1	1.0000
areal	32	7	1	1.0000
areal	32	8	1	1.0000
areal	32	9	0	0.6250
areal	32	10	1	1.0000
areal	32	11	0	0.6250
areal	32	12	1	1.0000
areal	32	13	1	1.0000
areal	32	14	0	0.2500
areal	32	15	1	1.0000
areal	33	16	0	0.8750
areal	33	17	0	0.6250
areal	33	18	0	0.5000
areal	33	19	1	1.0000
areal	33	20	1	1.0000
areal	33	21	1	1.0000
areal	33	22	1	1.0000
areal	33	23	1	1.0000
areal	33	24	1	1.0000
areal	33	25	0	0.8750
areal	33	26	1	1.0000
areal	33	27	1	1.0000
areal	33	28	1	1.0000
areal	33	29	0	0.8750
areal	33	30	1	1.0000
areal	33	31	0	0.2500
areal	34	32	0	0.8750
areal	34	33	1	1.0000
areal	34	34	1	1.0000
areal	34	35	1	1.0000
areal	34	36	0	0.8750
areal	34	37	0	0.8750
areal	34	38	1	0.0000
areal	34	39	1	1.0000
areal	34	40	1	1.0000
areal	34	41	0	0.2500
areal	34	42	1	1.0000
areal	34	43	1	1.0000
areal	34	44	1	1.0000
areal	34	45	1	1.0000
areal	34	46	0	0.8750
areal	34	47	1	1.0000
areal	35	48	1	1.0000
areal	35	49	1	1.0000
areal	35	50	1	1.0000
areal	35	51	1	1.0000
areal	35	52	1	0.0000
areal	35	53	1	1.0000
areal	35	54	0	0.8750
areal	35	55	1	1.0000
areal	35	56	1	0.0000
areal	35	57	0	0.8750
areal	35	58	1	1.0000
areal	35	59	1	1.0000
areal	35	60	1	1.0000
areal	35	61	1	1.0000
areal	35	62	0	0.7500
areal	35	63	1	1.0000
areal	36	64	0	0.6250
areal	36	65	1	1.0000
areal	36	66	0	0.1250
areal	36	67	0	0.7500
areal	36	68	1	1.0000
areal	36	69	1	1.0000
areal	36	70	1	1.0000
areal	36	71	1	1.0000
areal	36	72	1	1.0000
areal	36	73	1	1.0000
areal	36	74	1	1.0000
areal	36	75	1	1.0000
areal	36	76	1	1.0000
areal	36	77	0	0.8750
areal	36	78	1	1.0000
areal	36	79	1	1.0000
areal	37	80	1	1.0000
areal	37	81	1	0.0000
areal	37	82	0	0.7500
areal	37	83	1	1.0000
areal	37	84	1	1.0000
areal	37	85	1	1.0000
areal	37	86	0	0.1250
areal	37	87	0	0.5000
areal	37	88	0	0.8750
areal	37	89	1	1.0000
areal	37	90	0	0.5000
areal	37	91	1	0.0000
areal	37	92	1	1.0000
areal	37	93	1	1.0000
areal	37	94	1	1.0000
areal	37	95	1	0.0000
areal	38	96	1	1.0000
areal	38	97	1	1.0000
areal	38	98	1	1.0000
areal	38	99	1	0.0000
areal	38	100	0	0.3750
areal	38	101	1	1.0000
areal	38	102	1	1.0000
areal	38	103	1	1.0000
areal	38	104	1	1.0000
areal	38	105	1	1.0000
areal	38	106	0	0.8750
areal	38	107	1	1.0000
areal	38	108	1	1.0000
areal	38	109	1	0.0000
areal	38	110	0	0.2500
areal	38	111	1	1.0000
areal	39	112	1	1.0000
areal	39	113	1	1.0000
areal	39	114	0	0.2500
areal	39	115	1	1.0000
areal	39	116	0	0.1250
areal	39	117	1	1.0000
areal	39	118	1	1.0000
areal	39	119	1	1.0000
areal	39	120	0	0.6250
areal	39	121	1	1.0000
areal	39	122	1	1.0000
areal	39	123	1	1.0000
areal	39	124	1	1.0000
areal	39	125	0	0.7500
areal	39	126	1	1.0000
areal	39	127	1	0.0000
