fset	c	seed	threshold	cost_per_tx	flagged_frac
24full	1	453	0.5200	0.014900	0.0148
24full	1	453	0.5300	0.014000	0.0139
24full	1	453	0.5400	0.012600	0.0125
24full	1	453	0.5500	0.012300	0.0120
24full	1	453	0.5600	0.011800	0.0114
24full	1	453	0.5700	0.011200	0.0108
24full	1	453	0.5800	0.010600	0.0102
24full	1	453	0.5900	0.010100	0.0097
24full	1	453	0.6000	0.009800	0.0094
24full	1	453	0.6100	0.009100	0.0086
24full	1	453	0.6200	0.008500	0.0079
24full	1	453	0.6300	0.008300	0.0075
24full	1	453	0.6400	0.008000	0.0071
24full	1	453	0.6500	0.007700	0.0067
24full	1	453	0.6600	0.006800	0.0057
24full	1	453	0.6700	0.006400	0.0053
24full	1	453	0.6800	0.006000	0.0048
24full	1	453	0.6900	0.005100	0.0039
24full	1	453	0.7000	0.005300	0.0037
24full	1	453	0.7100	0.005400	0.0033
24full	1	453	0.7200	0.005100	0.0029
24full	1	453	0.7300	0.004900	0.0025
24full	1	453	0.7400	0.005100	0.0024
24full	1	453	0.7500	0.005100	0.0021
24full	1	453	0.7600	0.005200	0.0021
24full	1	453	0.7700	0.005500	0.0019
24full	1	453	0.7800	0.005100	0.0015
24full	1	453	0.7900	0.005100	0.0014
24full	1	453	0.8000	0.005100	0.0012
24full	1	453	0.8100	0.005300	0.0010
24full	1	453	0.8200	0.005600	0.0008
24full	1	453	0.8300	0.006000	0.0008
24full	1	453	0.8400	0.006400	0.0007
24full	1	453	0.8500	0.006800	0.0007
24full	1	453	0.8600	0.006900	0.0004
24full	1	453	0.8700	0.007400	0.0004
24full	1	453	0.8800	0.007800	0.0004
24full	1	453	0.8900	0.008300	0.0003
24full	1	453	0.9000	0.008800	0.0003
24full	1	453	0.9100	0.009400	0.0001
24full	1	453	0.9200	0.009700	0.0001
24full	1	453	0.9300	0.010000	0.0001
24full	1	453	0.9400	0.010500	0.0001
24full	1	453	0.9500	0.011000	0.0000
24full	1	453	0.9600	0.011600	0.0000
24full	1	453	0.9700	0.013000	0.0000
24full	1	453	0.9800	0.013700	0.0000
24full	1	453	0.9900	0.014300	0.0000
24full	1	453	1.0000	0.014400	0.0000
24full	10	453	0.0100	0.968900	0.9689
24full	10	453	0.0200	0.922900	0.9229
24full	10	453	0.0300	0.862000	0.8620
24full	10	453	0.0400	0.795200	0.7952
24full	10	453	0.0500	0.729800	0.7298
24full	10	453	0.0600	0.666100	0.6661
24full	10	453	0.0700	0.613500	0.6135
24full	10	453	0.0800	0.559700	0.5597
24full	10	453	0.0900	0.510000	0.5100
24full	10	453	0.1000	0.464700	0.4647
24full	10	453	0.1100	0.424500	0.4245
24full	10	453	0.1200	0.389400	0.3894
24full	10	453	0.1300	0.356100	0.3561
24full	10	453	0.1400	0.324700	0.3247
24full	10	453	0.1500	0.295900	0.2959
24full	10	453	0.1600	0.269400	0.2694
24full	10	453	0.1700	0.247000	0.2470
24full	10	453	0.1800	0.224600	0.2246
24full	10	453	0.1900	0.204600	0.2046
24full	10	453	0.2000	0.186000	0.1860
24full	10	453	0.2100	0.169400	0.1694
24full	10	453	0.2200	0.154800	0.1548
24full	10	453	0.2300	0.142900	0.1429
24full	10	453	0.2400	0.129400	0.1294
24full	10	453	0.2500	0.117200	0.1172
24full	10	453	0.2600	0.109300	0.1093
24full	10	453	0.2700	0.100600	0.1006
24full	10	453	0.2800	0.091900	0.0919
24full	10	453	0.2900	0.085400	0.0854
24full	10	453	0.3000	0.080100	0.0801
24full	10	453	0.3100	0.074900	0.0749
24full	10	453	0.3200	0.068600	0.0686
24full	10	453	0.3300	0.062000	0.0620
24full	10	453	0.3400	0.056800	0.0568
24full	10	453	0.3500	0.053000	0.0530
24full	10	453	0.3600	0.048200	0.0482
24full	10	453	0.3700	0.044200	0.0442
24full	10	453	0.3800	0.040900	0.0409
24full	10	453	0.3900	0.037700	0.0377
24full	10	453	0.4000	0.034700	0.0347
24full	10	453	0.4100	0.032100	0.0321
24full	10	453	0.4200	0.029500	0.0295
24full	10	453	0.4300	0.027700	0.0277
24full	10	453	0.4400	0.025600	0.0256
24full	10	453	0.4500	0.023500	0.0235
24full	10	453	0.4600	0.022800	0.0218
24full	10	453	0.4700	0.021100	0.0201
24full	10	453	0.4800	0.020500	0.0195
24full	10	453	0.4900	0.019400	0.0184
24full	10	453	0.5000	0.018500	0.0175
24full	10	453	0.5100	0.017000	0.0160
24full	10	453	0.5200	0.015800	0.0148
24full	10	453	0.5300	0.014900	0.0139
24full	10	453	0.5400	0.013500	0.0125
24full	10	453	0.5500	0.015000	0.0120
24full	10	453	0.5600	0.015400	0.0114
24full	10	453	0.5700	0.014800	0.0108
24full	10	453	0.5800	0.014200	0.0102
24full	10	453	0.5900	0.013700	0.0097
24full	10	453	0.6000	0.013400	0.0094
24full	10	453	0.6100	0.013600	0.0086
24full	10	453	0.6200	0.013900	0.0079
24full	10	453	0.6300	0.015500	0.0075
24full	10	453	0.6400	0.016100	0.0071
24full	10	453	0.6500	0.016700	0.0067
24full	10	453	0.6600	0.016700	0.0057
24full	10	453	0.6700	0.016300	0.0053
24full	10	453	0.6800	0.016800	0.0048
24full	10	453	0.6900	0.015900	0.0039
24full	10	453	0.7000	0.019700	0.0037
24full	10	453	0.7100	0.024300	0.0033
24full	10	453	0.7200	0.024900	0.0029
24full	10	453	0.7300	0.026500	0.0025
24full	10	453	0.7400	0.029400	0.0024
24full	10	453	0.7500	0.032100	0.0021
24full	10	453	0.7600	0.033100	0.0021
24full	10	453	0.7700	0.037900	0.0019
24full	10	453	0.7800	0.037500	0.0015
24full	10	453	0.7900	0.038400	0.0014
24full	10	453	0.8000	0.040200	0.0012
24full	10	453	0.8100	0.044000	0.0010
24full	10	453	0.8200	0.048800	0.0008
24full	10	453	0.8300	0.052800	0.0008
24full	10	453	0.8400	0.057700	0.0007
24full	10	453	0.8500	0.061700	0.0007
24full	10	453	0.8600	0.065400	0.0004
24full	10	453	0.8700	0.070400	0.0004
24full	10	453	0.8800	0.074400	0.0004
24full	10	453	0.8900	0.080300	0.0003
24full	10	453	0.9000	0.085300	0.0003
24full	10	453	0.9100	0.093100	0.0001
24full	10	453	0.9200	0.096100	0.0001
24full	10	453	0.9300	0.099100	0.0001
24full	10	453	0.9400	0.104100	0.0001
24full	10	453	0.9500	0.110000	0.0000
24full	10	453	0.9600	0.116000	0.0000
24full	10	453	0.9700	0.130000	0.0000
24full	10	453	0.9800	0.137000	0.0000
24full	10	453	0.9900	0.143000	0.0000
24full	10	453	1.0000	0.144000	0.0000
24full	100	453	0.0100	0.968900	0.9689
24full	100	453	0.0200	0.922900	0.9229
24full	100	453	0.0300	0.862000	0.8620
24full	100	453	0.0400	0.795200	0.7952
24full	100	453	0.0500	0.729800	0.7298
24full	100	453	0.0600	0.666100	0.6661
24full	100	453	0.0700	0.613500	0.6135
24full	100	453	0.0800	0.559700	0.5597
24full	100	453	0.0900	0.510000	0.5100
24full	100	453	0.1000	0.464700	0.4647
24full	100	453	0.1100	0.424500	0.4245
24full	100	453	0.1200	0.389400	0.3894
24full	100	453	0.1300	0.356100	0.3561
24full	100	453	0.1400	0.324700	0.3247
24full	100	453	0.1500	0.295900	0.2959
24full	100	453	0.1600	0.269400	0.2694
24full	100	453	0.1700	0.247000	0.2470
24full	100	453	0.1800	0.224600	0.2246
24full	100	453	0.1900	0.204600	0.2046
24full	100	453	0.2000	0.186000	0.1860
24full	100	453	0.2100	0.169400	0.1694
24full	100	453	0.2200	0.154800	0.1548
24full	100	453	0.2300	0.142900	0.1429
24full	100	453	0.2400	0.129400	0.1294
24full	100	453	0.2500	0.117200	0.1172
24full	100	453	0.2600	0.109300	0.1093
24full	100	453	0.2700	0.100600	0.1006
24full	100	453	0.2800	0.091900	0.0919
24full	100	453	0.2900	0.085400	0.0854
24full	100	453	0.3000	0.080100	0.0801
24full	100	453	0.3100	0.074900	0.0749
24full	100	453	0.3200	0.068600	0.0686
24full	100	453	0.3300	0.062000	0.0620
24full	100	453	0.3400	0.056800	0.0568
24full	100	453	0.3500	0.053000	0.0530
24full	100	453	0.3600	0.048200	0.0482
24full	100	453	0.3700	0.044200	0.0442
24full	100	453	0.3800	0.040900	0.0409
24full	100	453	0.3900	0.037700	0.0377
24full	100	453	0.4000	0.034700	0.0347
24full	100	453	0.4100	0.032100	0.0321
24full	100	453	0.4200	0.029500	0.0295
24full	100	453	0.4300	0.027700	0.0277
24full	100	453	0.4400	0.025600	0.0256
24full	100	453	0.4500	0.023500	0.0235
24full	100	453	0.4600	0.031800	0.0218
24full	100	453	0.4700	0.030100	0.0201
24full	100	453	0.4800	0.029500	0.0195
24full	100	453	0.4900	0.028400	0.0184
24full	100	453	0.5000	0.027500	0.0175
24full	100	453	0.5100	0.026000	0.0160
24full	100	453	0.5200	0.024800	0.0148
24full	100	453	0.5300	0.023900	0.0139
24full	100	453	0.5400	0.022500	0.0125
24full	100	453	0.5500	0.042000	0.0120
24full	100	453	0.5600	0.051400	0.0114
24full	100	453	0.5700	0.050800	0.0108
24full	100	453	0.5800	0.050200	0.0102
24full	100	453	0.5900	0.049700	0.0097
24full	100	453	0.6000	0.049400	0.0094
24full	100	453	0.6100	0.058600	0.0086
24full	100	453	0.6200	0.067900	0.0079
24full	100	453	0.6300	0.087500	0.0075
24full	100	453	0.6400	0.097100	0.0071
24full	100	453	0.6500	0.106700	0.0067
24full	100	453	0.6600	0.115700	0.0057
24full	100	453	0.6700	0.115300	0.0053
24full	100	453	0.6800	0.124800	0.0048
24full	100	453	0.6900	0.123900	0.0039
24full	100	453	0.7000	0.163700	0.0037
24full	100	453	0.7100	0.213300	0.0033
24full	100	453	0.7200	0.222900	0.0029
24full	100	453	0.7300	0.242500	0.0025
24full	100	453	0.7400	0.272400	0.0024
24full	100	453	0.7500	0.302100	0.0021
24full	100	453	0.7600	0.312100	0.0021
24full	100	453	0.7700	0.361900	0.0019
24full	100	453	0.7800	0.361500	0.0015
24full	100	453	0.7900	0.371400	0.0014
24full	100	453	0.8000	0.391200	0.0012
24full	100	453	0.8100	0.431000	0.0010
24full	100	453	0.8200	0.480800	0.0008
24full	100	453	0.8300	0.520800	0.0008
24full	100	453	0.8400	0.570700	0.0007
24full	100	453	0.8500	0.610700	0.0007
24full	100	453	0.8600	0.650400	0.0004
24full	100	453	0.8700	0.700400	0.0004
24full	100	453	0.8800	0.740400	0.0004
24full	100	453	0.8900	0.800300	0.0003
24full	100	453	0.9000	0.850300	0.0003
24full	100	453	0.9100	0.930100	0.0001
24full	100	453	0.9200	0.960100	0.0001
24full	100	453	0.9300	0.990100	0.0001
24full	100	453	0.9400	1.040100	0.0001
24full	100	453	0.9500	1.100000	0.0000
24full	100	453	0.9600	1.160000	0.0000
24full	100	453	0.9700	1.300000	0.0000
24full	100	453	0.9800	1.370000	0.0000
24full	100	453	0.9900	1.430000	0.0000
24full	100	453	1.0000	1.440000	0.0000
24full	1000	453	0.0100	0.968900	0.9689
24full	1000	453	0.0200	0.922900	0.9229
24full	1000	453	0.0300	0.862000	0.8620
24full	1000	453	0.0400	0.795200	0.7952
24full	1000	453	0.0500	0.729800	0.7298
24full	1000	453	0.0600	0.666100	0.6661
24full	1000	453	0.0700	0.613500	0.6135
24full	1000	453	0.0800	0.559700	0.5597
24full	1000	453	0.0900	0.510000	0.5100
24full	1000	453	0.1000	0.464700	0.4647
24full	1000	453	0.1100	0.424500	0.4245
24full	1000	453	0.1200	0.389400	0.3894
24full	1000	453	0.1300	0.356100	0.3561
24full	1000	453	0.1400	0.324700	0.3247
24full	1000	453	0.1500	0.295900	0.2959
24full	1000	453	0.1600	0.269400	0.2694
24full	1000	453	0.1700	0.247000	0.2470
24full	1000	453	0.1800	0.224600	0.2246
24full	1000	453	0.1900	0.204600	0.2046
24full	1000	453	0.2000	0.186000	0.1860
24full	1000	453	0.2100	0.169400	0.1694
24full	1000	453	0.2200	0.154800	0.1548
24full	1000	453	0.2300	0.142900	0.1429
24full	1000	453	0.2400	0.129400	0.1294
24full	1000	453	0.2500	0.117200	0.1172
24full	1000	453	0.2600	0.109300	0.1093
24full	1000	453	0.2700	0.100600	0.1006
24full	1000	453	0.2800	0.091900	0.0919
24full	1000	453	0.2900	0.085400	0.0854
24full	1000	453	0.3000	0.080100	0.0801
24full	1000	453	0.3100	0.074900	0.0749
24full	1000	453	0.3200	0.068600	0.0686
24full	1000	453	0.3300	0.062000	0.0620
24full	1000	453	0.3400	0.056800	0.0568
24full	1000	453	0.3500	0.053000	0.0530
24full	1000	453	0.3600	0.048200	0.0482
24full	1000	453	0.3700	0.044200	0.0442
24full	1000	453	0.3800	0.040900	0.0409
24full	1000	453	0.3900	0.037700	0.0377
24full	1000	453	0.4000	0.034700	0.0347
24full	1000	453	0.4100	0.032100	0.0321
24full	1000	453	0.4200	0.029500	0.0295
24full	1000	453	0.4300	0.027700	0.0277
24full	1000	453	0.4400	0.025600	0.0256
24full	1000	453	0.4500	0.023500	0.0235
24full	1000	453	0.4600	0.121800	0.0218
24full	1000	453	0.4700	0.120100	0.0201
24full	1000	453	0.4800	0.119500	0.0195
24full	1000	453	0.4900	0.118400	0.0184
24full	1000	453	0.5000	0.117500	0.0175
24full	1000	453	0.5100	0.116000	0.0160
24full	1000	453	0.5200	0.114800	0.0148
24full	1000	453	0.5300	0.113900	0.0139
24full	1000	453	0.5400	0.112500	0.0125
24full	1000	453	0.5500	0.312000	0.0120
24full	1000	453	0.5600	0.411400	0.0114
24full	1000	453	0.5700	0.410800	0.0108
24full	1000	453	0.5800	0.410200	0.0102
24full	1000	453	0.5900	0.409700	0.0097
24full	1000	453	0.6000	0.409400	0.0094
24full	1000	453	0.6100	0.508600	0.0086
24full	1000	453	0.6200	0.607900	0.0079
24full	1000	453	0.6300	0.807500	0.0075
24full	1000	453	0.6400	0.907100	0.0071
24full	1000	453	0.6500	1.006700	0.0067
24full	1000	453	0.6600	1.105700	0.0057
24full	1000	453	0.6700	1.105300	0.0053
24full	1000	453	0.6800	1.204800	0.0048
24full	1000	453	0.6900	1.203900	0.0039
24full	1000	453	0.7000	1.603700	0.0037
24full	1000	453	0.7100	2.103300	0.0033
24full	1000	453	0.7200	2.202900	0.0029
24full	1000	453	0.7300	2.402500	0.0025
24full	1000	453	0.7400	2.702400	0.0024
24full	1000	453	0.7500	3.002100	0.0021
24full	1000	453	0.7600	3.102100	0.0021
24full	1000	453	0.7700	3.601900	0.0019
24full	1000	453	0.7800	3.601500	0.0015
24full	1000	453	0.7900	3.701400	0.0014
24full	1000	453	0.8000	3.901200	0.0012
24full	1000	453	0.8100	4.301000	0.0010
24full	1000	453	0.8200	4.800800	0.0008
24full	1000	453	0.8300	5.200800	0.0008
24full	1000	453	0.8400	5.700700	0.0007
24full	1000	453	0.8500	6.100700	0.0007
24full	1000	453	0.8600	6.500400	0.0004
24full	1000	453	0.8700	7.000400	0.0004
24full	1000	453	0.8800	7.400400	0.0004
24full	1000	453	0.8900	8.000300	0.0003
24full	1000	453	0.9000	8.500300	0.0003
24full	1000	453	0.9100	9.300100	0.0001
24full	1000	453	0.9200	9.600100	0.0001
24full	1000	453	0.9300	9.900100	0.0001
24full	1000	453	0.9400	10.400100	0.0001
24full	1000	453	0.9500	11.000000	0.0000
24full	1000	453	0.9600	11.600000	0.0000
24full	1000	453	0.9700	13.000000	0.0000
24full	1000	453	0.9800	13.700000	0.0000
24full	1000	453	0.9900	14.300000	0.0000
24full	1000	453	1.0000	14.400000	0.0000
24full	1	590	0.0100	0.968200	0.9682
24full	1	590	0.0200	0.924700	0.9247
24full	1	590	0.0300	0.869400	0.8694
24full	1	590	0.0400	0.810700	0.8107
24full	1	590	0.0500	0.748400	0.7484
24full	1	590	0.0600	0.690000	0.6900
24full	1	590	0.0700	0.632700	0.6327
24full	1	590	0.0800	0.581400	0.5814
24full	1	590	0.0900	0.534800	0.5348
24full	1	590	0.1000	0.491300	0.4913
24full	1	590	0.1100	0.451900	0.4519
24full	1	590	0.1200	0.416500	0.4165
24full	1	590	0.1300	0.379500	0.3795
24full	1	590	0.1400	0.344800	0.3448
24full	1	590	0.1500	0.315300	0.3153
24full	1	590	0.1600	0.286800	0.2868
24full	1	590	0.1700	0.264100	0.2641
24full	1	590	0.1800	0.241200	0.2412
24full	1	590	0.1900	0.221200	0.2212
24full	1	590	0.2000	0.201000	0.2010
24full	1	590	0.2100	0.183400	0.1834
24full	1	590	0.2200	0.171100	0.1711
24full	1	590	0.2300	0.157700	0.1577
24full	1	590	0.2400	0.144500	0.1445
24full	1	590	0.2500	0.132300	0.1323
24full	1	590	0.2600	0.123700	0.1237
24full	1	590	0.2700	0.112500	0.1125
24full	1	590	0.2800	0.101900	0.1019
24full	1	590	0.2900	0.093200	0.0932
24full	1	590	0.3000	0.086100	0.0861
24full	1	590	0.3100	0.078700	0.0787
24full	1	590	0.3200	0.072300	0.0723
24full	1	590	0.3300	0.067700	0.0677
24full	1	590	0.3400	0.062800	0.0628
24full	1	590	0.3500	0.058200	0.0582
24full	1	590	0.3600	0.053200	0.0532
24full	1	590	0.3700	0.049500	0.0495
24full	1	590	0.3800	0.045200	0.0452
24full	1	590	0.3900	0.041500	0.0415
24full	1	590	0.4000	0.038000	0.0380
24full	1	590	0.4100	0.035600	0.0356
24full	1	590	0.4200	0.032800	0.0328
24full	1	590	0.4300	0.030700	0.0307
24full	1	590	0.4400	0.028800	0.0288
24full	1	590	0.4500	0.026400	0.0264
24full	1	590	0.4600	0.024400	0.0244
24full	1	590	0.4700	0.023000	0.0230
24full	1	590	0.4800	0.021000	0.0210
24full	1	590	0.4900	0.020000	0.0200
24full	1	590	0.5000	0.018800	0.0187
24full	1	590	0.5100	0.017100	0.0170
24full	1	590	0.5200	0.015500	0.0154
24full	1	590	0.5300	0.014900	0.0147
24full	1	590	0.5400	0.014600	0.0143
24full	1	590	0.5500	0.013600	0.0132
24full	1	590	0.5600	0.012800	0.0124
24full	1	590	0.5700	0.012200	0.0118
24full	1	590	0.5800	0.011600	0.0112
24full	1	590	0.5900	0.010900	0.0105
24full	1	590	0.6000	0.009800	0.0094
24full	1	590	0.6100	0.009200	0.0087
24full	1	590	0.6200	0.008500	0.0080
24full	1	590	0.6300	0.007700	0.0071
24full	1	590	0.6400	0.007100	0.0065
24full	1	590	0.6500	0.006800	0.0060
24full	1	590	0.6600	0.006400	0.0055
24full	1	590	0.6700	0.006000	0.0049
24full	1	590	0.6800	0.006000	0.0048
24full	1	590	0.6900	0.005900	0.0045
24full	1	590	0.7000	0.005500	0.0040
24full	1	590	0.7100	0.005100	0.0035
24full	1	590	0.7200	0.005300	0.0032
24full	1	590	0.7300	0.004900	0.0025
24full	1	590	0.7400	0.004900	0.0022
24full	1	590	0.7500	0.005500	0.0022
24full	1	590	0.7600	0.005400	0.0020
24full	1	590	0.7700	0.005400	0.0017
24full	1	590	0.7800	0.005300	0.0014
24full	1	590	0.7900	0.005500	0.0012
24full	1	590	0.8000	0.005700	0.0011
24full	1	590	0.8100	0.005800	0.0010
24full	1	590	0.8200	0.006000	0.0009
24full	1	590	0.8300	0.006100	0.0008
24full	1	590	0.8400	0.006700	0.0006
24full	1	590	0.8500	0.006900	0.0006
24full	1	590	0.8600	0.007200	0.0004
24full	1	590	0.8700	0.007800	0.0003
24full	1	590	0.8800	0.008200	0.0002
24full	1	590	0.8900	0.008700	0.0002
24full	1	590	0.9000	0.009000	0.0002
24full	1	590	0.9100	0.009400	0.0001
24full	1	590	0.9200	0.009800	0.0001
24full	1	590	0.9300	0.010100	0.0001
24full	1	590	0.9400	0.010700	0.0001
24full	1	590	0.9500	0.011300	0.0000
24full	1	590	0.9600	0.012000	0.0000
24full	1	590	0.9700	0.012500	0.0000
24full	1	590	0.9800	0.013700	0.0000
24full	1	590	0.9900	0.014400	0.0000
24full	1	590	1.0000	0.014400	0.0000
24full	10	590	0.0100	0.968200	0.9682
24full	10	590	0.0200	0.924700	0.9247
24full	10	590	0.0300	0.869400	0.8694
24full	10	590	0.0400	0.810700	0.8107
24full	10	590	0.0500	0.748400	0.7484
24full	10	590	0.0600	0.690000	0.6900
24full	10	590	0.0700	0.632700	0.6327
24full	10	590	0.0800	0.581400	0.5814
24full	10	590	0.0900	0.534800	0.5348
24full	10	590	0.1000	0.491300	0.4913
24full	10	590	0.1100	0.451900	0.4519
24full	10	590	0.1200	0.416500	0.4165
24full	10	590	0.1300	0.379500	0.3795
24full	10	590	0.1400	0.344800	0.3448
24full	10	590	0.1500	0.315300	0.3153
24full	10	590	0.1600	0.286800	0.2868
24full	10	590	0.1700	0.264100	0.2641
24full	10	590	0.1800	0.241200	0.2412
24full	10	590	0.1900	0.221200	0.2212
24full	10	590	0.2000	0.201000	0.2010
24full	10	590	0.2100	0.183400	0.1834
24full	10	590	0.2200	0.171100	0.1711
24full	10	590	0.2300	0.157700	0.1577
24full	10	590	0.2400	0.144500	0.1445
24full	10	590	0.2500	0.132300	0.1323
24full	10	590	0.2600	0.123700	0.1237
24full	10	590	0.2700	0.112500	0.1125
24full	10	590	0.2800	0.101900	0.1019
24full	10	590	0.2900	0.093200	0.0932
24full	10	590	0.3000	0.086100	0.0861
24full	10	590	0.3100	0.078700	0.0787
24full	10	590	0.3200	0.072300	0.0723
24full	10	590	0.3300	0.067700	0.0677
24full	10	590	0.3400	0.062800	0.0628
24full	10	590	0.3500	0.058200	0.0582
24full	10	590	0.3600	0.053200	0.0532
24full	10	590	0.3700	0.049500	0.0495
24full	10	590	0.3800	0.045200	0.0452
24full	10	590	0.3900	0.041500	0.0415
24full	10	590	0.4000	0.038000	0.0380
24full	10	590	0.4100	0.035600	0.0356
24full	10	590	0.4200	0.032800	0.0328
24full	10	590	0.4300	0.030700	0.0307
24full	10	590	0.4400	0.028800	0.0288
24full	10	590	0.4500	0.026400	0.0264
24full	10	590	0.4600	0.024400	0.0244
24full	10	590	0.4700	0.023000	0.0230
24full	10	590	0.4800	0.021000	0.0210
24full	10	590	0.4900	0.020000	0.0200
24full	10	590	0.5000	0.019700	0.0187
24full	10	590	0.5100	0.018000	0.0170
24full	10	590	0.5200	0.016400	0.0154
24full	10	590	0.5300	0.016700	0.0147
24full	10	590	0.5400	0.017300	0.0143
24full	10	590	0.5500	0.017200	0.0132
24full	10	590	0.5600	0.016400	0.0124
24full	10	590	0.5700	0.015800	0.0118
24full	10	590	0.5800	0.015200	0.0112
24full	10	590	0.5900	0.014500	0.0105
24full	10	590	0.6000	0.013400	0.0094
24full	10	590	0.6100	0.013700	0.0087
24full	10	590	0.6200	0.013000	0.0080
24full	10	590	0.6300	0.013100	0.0071
24full	10	590	0.6400	0.012500	0.0065
24full	10	590	0.6500	0.014000	0.0060
24full	10	590	0.6600	0.014500	0.0055
24full	10	590	0.6700	0.015900	0.0049
24full	10	590	0.6800	0.016800	0.0048
24full	10	590	0.6900	0.018500	0.0045
24full	10	590	0.7000	0.019000	0.0040
24full	10	590	0.7100	0.019500	0.0035
24full	10	590	0.7200	0.024200	0.0032
24full	10	590	0.7300	0.026500	0.0025
24full	10	590	0.7400	0.029200	0.0022
24full	10	590	0.7500	0.035200	0.0022
24full	10	590	0.7600	0.036000	0.0020
24full	10	590	0.7700	0.038700	0.0017
24full	10	590	0.7800	0.040400	0.0014
24full	10	590	0.7900	0.044200	0.0012
24full	10	590	0.8000	0.047100	0.0011
24full	10	590	0.8100	0.049000	0.0010
24full	10	590	0.8200	0.051900	0.0009
24full	10	590	0.8300	0.053800	0.0008
24full	10	590	0.8400	0.061600	0.0006
24full	10	590	0.8500	0.063600	0.0006
24full	10	590	0.8600	0.068400	0.0004
24full	10	590	0.8700	0.075300	0.0003
24full	10	590	0.8800	0.080200	0.0002
24full	10	590	0.8900	0.085200	0.0002
24full	10	590	0.9000	0.088200	0.0002
24full	10	590	0.9100	0.093100	0.0001
24full	10	590	0.9200	0.097100	0.0001
24full	10	590	0.9300	0.100100	0.0001
24full	10	590	0.9400	0.106100	0.0001
24full	10	590	0.9500	0.113000	0.0000
24full	10	590	0.9600	0.120000	0.0000
24full	10	590	0.9700	0.125000	0.0000
24full	10	590	0.9800	0.137000	0.0000
24full	10	590	0.9900	0.144000	0.0000
24full	10	590	1.0000	0.144000	0.0000
24full	100	590	0.0100	0.968200	0.9682
24full	100	590	0.0200	0.924700	0.9247
24full	100	590	0.0300	0.869400	0.8694
24full	100	590	0.0400	0.810700	0.8107
24full	100	590	0.0500	0.748400	0.7484
24full	100	590	0.0600	0.690000	0.6900
24full	100	590	0.0700	0.632700	0.6327
24full	100	590	0.0800	0.581400	0.5814
24full	100	590	0.0900	0.534800	0.5348
24full	100	590	0.1000	0.491300	0.4913
24full	100	590	0.1100	0.451900	0.4519
24full	100	590	0.1200	0.416500	0.4165
24full	100	590	0.1300	0.379500	0.3795
24full	100	590	0.1400	0.344800	0.3448
24full	100	590	0.1500	0.315300	0.3153
24full	100	590	0.1600	0.286800	0.2868
24full	100	590	0.1700	0.264100	0.2641
24full	100	590	0.1800	0.241200	0.2412
24full	100	590	0.1900	0.221200	0.2212
24full	100	590	0.2000	0.201000	0.2010
24full	100	590	0.2100	0.183400	0.1834
24full	100	590	0.2200	0.171100	0.1711
24full	100	590	0.2300	0.157700	0.1577
24full	100	590	0.2400	0.144500	0.1445
24full	100	590	0.2500	0.132300	0.1323
24full	100	590	0.2600	0.123700	0.1237
24full	100	590	0.2700	0.112500	0.1125
24full	100	590	0.2800	0.101900	0.1019
24full	100	590	0.2900	0.093200	0.0932
24full	100	590	0.3000	0.086100	0.0861
24full	100	590	0.3100	0.078700	0.0787
24full	100	590	0.3200	0.072300	0.0723
24full	100	590	0.3300	0.067700	0.0677
24full	100	590	0.3400	0.062800	0.0628
24full	100	590	0.3500	0.058200	0.0582
24full	100	590	0.3600	0.053200	0.0532
24full	100	590	0.3700	0.049500	0.0495
24full	100	590	0.3800	0.045200	0.0452
24full	100	590	0.3900	0.041500	0.0415
24full	100	590	0.4000	0.038000	0.0380
24full	100	590	0.4100	0.035600	0.0356
24full	100	590	0.4200	0.032800	0.0328
24full	100	590	0.4300	0.030700	0.0307
24full	100	590	0.4400	0.028800	0.0288
24full	100	590	0.4500	0.026400	0.0264
24full	100	590	0.4600	0.024400	0.0244
24full	100	590	0.4700	0.023000	0.0230
24full	100	590	0.4800	0.021000	0.0210
24full	100	590	0.4900	0.020000	0.0200
24full	100	590	0.5000	0.028700	0.0187
24full	100	590	0.5100	0.027000	0.0170
24full	100	590	0.5200	0.025400	0.0154
24full	100	590	0.5300	0.034700	0.0147
24full	100	590	0.5400	0.044300	0.0143
24full	100	590	0.5500	0.053200	0.0132
24full	100	590	0.5600	0.052400	0.0124
24full	100	590	0.5700	0.051800	0.0118
24full	100	590	0.5800	0.051200	0.0112
24full	100	590	0.5900	0.050500	0.0105
24full	100	590	0.6000	0.049400	0.0094
24full	100	590	0.6100	0.058700	0.0087
24full	100	590	0.6200	0.058000	0.0080
24full	100	590	0.6300	0.067100	0.0071
24full	100	590	0.6400	0.066500	0.0065
24full	100	590	0.6500	0.086000	0.0060
24full	100	590	0.6600	0.095500	0.0055
24full	100	590	0.6700	0.114900	0.0049
24full	100	590	0.6800	0.124800	0.0048
24full	100	590	0.6900	0.144500	0.0045
24full	100	590	0.7000	0.154000	0.0040
24full	100	590	0.7100	0.163500	0.0035
24full	100	590	0.7200	0.213200	0.0032
24full	100	590	0.7300	0.242500	0.0025
24full	100	590	0.7400	0.272200	0.0022
24full	100	590	0.7500	0.332200	0.0022
24full	100	590	0.7600	0.342000	0.0020
24full	100	590	0.7700	0.371700	0.0017
24full	100	590	0.7800	0.391400	0.0014
24full	100	590	0.7900	0.431200	0.0012
24full	100	590	0.8000	0.461100	0.0011
24full	100	590	0.8100	0.481000	0.0010
