cell_id	field	present_in_manifest	classification	raw_value
Qwen-Qwen3-5-4B_humaneval_subset_G4_t0.6_s1_7c9b62a065	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s0_a47da09000	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G4_t1_s1_6288406035	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s0_9bee70250b	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t0.6_s1_88242e7f3e	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s0_30b6719385	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	cell_id	Y	PRESENT_KEYWORD	"""Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/Qwen"
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	heldout_split	Y	PRESENT_KEYWORD	"""humaneval_subset"""
Qwen-Qwen3-5-4B_humaneval_subset_G8_t1_s1_9ab9fb26c7	decontamination_notes	Y	PRESENT_KEYWORD	"""humaneval-openai-subset"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=16"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s0_8e446dc877	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=16"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G16_t0.6_s1_e9a9423400	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=2"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s0_3893b76a6e	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=2"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t0.6_s1_75fe692ecb	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=2"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s0_380865a051	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=2"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G2_t1_s1_696c3537a1	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=32"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s0_6a8e8385fb	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=32"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t0.6_s1_37acf24f27	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=32"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s0_9dc6f09c24	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=32"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G32_t1_s1_4e257ac5eb	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s0_4c0ce0d4bc	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=4"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G4_t0.6_s1_cba6422e4d	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s0_199c1c636d	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	ref_policy_kl	Y	PRESENT_NA	"""n/a"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	sampler_backend_precision	Y	PRESENT_KEYWORD	"""tinker-closed"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	per_step_zvf_path	Y	PRESENT_PATH	"""/home/claude/tinker-rl-lab/experiments/results/mega_20260704/group_tensors/meta"
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	group_size_schedule	Y	PRESENT_KEYWORD	"""fixed-G=8"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	heldout_split	Y	PRESENT_KEYWORD	"""gsm8k_easy"""
meta-llama-Llama-3-2-3B_gsm8k_easy_G8_t0.6_s1_d59ab724e2	decontamination_notes	Y	PRESENT_KEYWORD	"""gsm8k-train-slice"""
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	cell_id	Y	PRESENT_KEYWORD	"""meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710"""
meta-llama-Llama-3-2-3B_gsm8k_hard_G16_t0.6_s0_d897142710	loss_form	Y	PRESENT_NA	"""n/a-sampling"""
